symbol,exchange,first_seen,last_seen,trading_days,source,universe_reason,data_status
2637,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2642,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2645,TWSE,2022-02-18,2026-08-19,1094,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2646,TWSE,2022-09-30,2026-08-19,940,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2701,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2702,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2704,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2705,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2706,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2707,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2712,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2722,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2723,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2727,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2731,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2739,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2748,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2753,TWSE,2020-09-29,2026-08-19,1429,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2762,TWSE,2024-01-24,2026-08-19,620,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2801,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2809,TWSE,2018-01-02,2025-09-17,1878,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
2812,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2816,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2820,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2823,TWSE,2018-01-02,2021-12-17,969,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
2832,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2834,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2836,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2838,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2841,TWSE,2018-01-02,2022-04-06,1036,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
2845,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2849,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2850,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2851,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2852,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2855,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2856,TWSE,2018-01-02,2018-09-17,173,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
2867,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2880,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2881,TWSE,2018-01-02,2026-08-20,2096,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2882,TWSE,2018-01-02,2026-08-20,2096,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2883,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2884,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2885,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2886,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2887,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2888,TWSE,2018-01-02,2025-07-11,1828,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
2889,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2890,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2891,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2892,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2897,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2901,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2903,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2904,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2905,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2906,TWSE,2018-01-02,2026-08-20,2100,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
2908,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2910,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2911,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2912,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2913,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2915,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2923,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2929,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2936,TWSE,2018-01-02,2022-06-24,1085,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
2939,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2945,TWSE,2018-12-17,2026-08-19,1860,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3002,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3003,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3004,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3005,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3006,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3008,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3010,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3011,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3013,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3014,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3015,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3016,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3017,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3018,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3019,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3021,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3022,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3023,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3024,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3025,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3026,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3027,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3028,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3029,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3030,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3031,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3032,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3033,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3034,TWSE,2018-01-02,2026-08-20,2096,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3035,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3036,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3037,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3038,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3040,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3041,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3042,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3043,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3044,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3045,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3046,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3047,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3048,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3049,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3050,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3051,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3052,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3054,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3055,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3056,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3057,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3058,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3059,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3060,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3062,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3090,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
3092,TWSE,2018-01-02,2021-05-12,812,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
